Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
1868,CA-2024-101867,2024-12-11,2024-12-16,Standard Class,CG-10281,Consumer,East,Pennsylvania,Technology,Copiers,1024.9,13,0.2,-150.17
1869,CA-2022-101868,2022-04-27,2022-05-03,Standard Class,CG-10282,Corporate,West,Nevada,Furniture,Bookcases,374.86,11,0.0,19.71
1870,CA-2023-101869,2023-12-21,2023-12-24,First Class,CG-10283,Corporate,Central,Michigan,Furniture,Chairs,1039.59,12,0.4,-541.36
1871,CA-2021-101870,2021-03-24,2021-03-27,Second Class,CG-10284,Corporate,East,Pennsylvania,Technology,Accessories,337.18,9,0.0,66.83
1872,CA-2021-101871,2021-11-06,2021-11-11,Standard Class,CG-10285,Home Office,East,Virginia,Office Supplies,Storage,31.97,13,0.0,8.15
1873,CA-2022-101872,2022-10-04,2022-10-10,Standard Class,CG-10286,Consumer,Central,Missouri,Furniture,Tables,907.34,3,0.0,113.61
1874,CA-2024-101873,2024-07-22,2024-07-27,Standard Class,CG-10287,Corporate,East,Virginia,Technology,Phones,687.68,9,0.2,-95.99
1875,CA-2024-101874,2024-12-17,2024-12-21,Second Class,CG-10288,Home Office,West,Arizona,Office Supplies,Paper,79.12,7,0.0,20.69
1876,CA-2021-101875,2021-07-21,2021-07-23,First Class,CG-10289,Consumer,Central,Michigan,Office Supplies,Supplies,98.59,4,0.0,27.08
1877,CA-2022-101876,2022-12-16,2022-12-21,Standard Class,CG-10290,Consumer,West,Arizona,Office Supplies,Art,138.03,3,0.0,33.25
1878,CA-2023-101877,2023-10-10,2023-10-16,Standard Class,CG-10291,Consumer,South,Tennessee,Furniture,Bookcases,307.12,9,0.0,45.63
1879,CA-2021-101878,2021-01-18,2021-01-23,Standard Class,CG-10292,Consumer,East,Massachusetts,Office Supplies,Supplies,171.21,9,0.0,49.04
1880,CA-2021-101879,2021-05-13,2021-05-19,Standard Class,CG-10293,Corporate,South,Louisiana,Technology,Accessories,269.39,6,0.0,30.43
1881,CA-2024-101880,2024-12-03,2024-12-09,Standard Class,CG-10294,Corporate,South,Alabama,Technology,Accessories,601.63,3,0.0,101.73
1882,CA-2024-101881,2024-11-17,2024-11-20,First Class,CG-10295,Consumer,East,New Jersey,Technology,Phones,297.6,2,0.1,17.29
1883,CA-2024-101882,2024-10-28,2024-11-02,Standard Class,CG-10296,Consumer,South,Georgia,Furniture,Furnishings,1037.13,8,0.0,76.78
1884,CA-2024-101883,2024-04-22,2024-04-26,Second Class,CG-10297,Home Office,South,North Carolina,Furniture,Tables,113.49,11,0.0,11.56
1885,CA-2021-101884,2021-10-01,2021-10-07,Standard Class,CG-10298,Corporate,Central,Wisconsin,Office Supplies,Appliances,11.59,6,0.0,2.77
1886,CA-2023-101885,2023-02-10,2023-02-16,Standard Class,CG-10299,Consumer,East,Virginia,Technology,Phones,721.46,5,0.0,128.5
1887,CA-2021-101886,2021-10-29,2021-11-04,Standard Class,CG-10300,Corporate,West,Colorado,Office Supplies,Supplies,5.0,11,0.4,-1.68
1888,CA-2024-101887,2024-01-23,2024-01-29,Standard Class,CG-10301,Consumer,West,Washington,Office Supplies,Supplies,179.92,8,0.0,44.09
1889,CA-2021-101888,2021-10-09,2021-10-15,Standard Class,CG-10302,Consumer,East,Virginia,Office Supplies,Paper,229.92,13,0.1,18.79
1890,CA-2023-101889,2023-04-12,2023-04-17,Standard Class,CG-10303,Consumer,Central,Michigan,Office Supplies,Appliances,86.67,14,0.2,-3.73
1891,CA-2024-101890,2024-03-26,2024-03-31,Standard Class,CG-10304,Consumer,East,Virginia,Technology,Copiers,362.71,11,0.0,64.68
1892,CA-2022-101891,2022-01-27,2022-01-30,First Class,CG-10305,Consumer,South,Florida,Technology,Machines,5.0,7,0.0,1.03
1893,CA-2021-101892,2021-01-17,2021-01-22,Standard Class,CG-10306,Consumer,Central,Minnesota,Office Supplies,Binders,38.24,14,0.1,3.51
1894,CA-2023-101893,2023-06-20,2023-06-24,Second Class,CG-10307,Consumer,West,California,Furniture,Bookcases,279.16,4,0.0,33.6
1895,CA-2021-101894,2021-05-30,2021-06-04,Standard Class,CG-10308,Home Office,South,Louisiana,Office Supplies,Labels,152.62,12,0.0,41.66
1896,CA-2021-101895,2021-11-23,2021-11-28,Standard Class,CG-10309,Corporate,West,Arizona,Office Supplies,Paper,86.2,10,0.0,24.21
1897,CA-2024-101896,2024-01-25,2024-01-28,First Class,CG-10310,Consumer,East,Virginia,Office Supplies,Supplies,5.0,1,0.1,0.62
1898,CA-2021-101897,2021-09-19,2021-09-25,Standard Class,CG-10311,Consumer,South,Florida,Office Supplies,Binders,77.47,11,0.3,-16.17
1899,CA-2021-101898,2021-10-28,2021-11-03,Standard Class,CG-10312,Corporate,Central,Wisconsin,Office Supplies,Binders,141.22,11,0.4,-45.25
1900,CA-2021-101899,2021-08-28,2021-09-01,Second Class,CG-10313,Consumer,East,Pennsylvania,Technology,Copiers,37.66,6,0.0,6.94
1901,CA-2024-101900,2024-12-14,2024-12-19,Standard Class,CG-10314,Corporate,West,Nevada,Furniture,Furnishings,488.38,7,0.0,65.43
1902,CA-2022-101901,2022-09-15,2022-09-20,Standard Class,CG-10315,Corporate,Central,Minnesota,Office Supplies,Storage,45.65,13,0.1,2.53
1903,CA-2021-101902,2021-08-21,2021-08-25,Second Class,CG-10316,Corporate,Central,Minnesota,Office Supplies,Binders,42.08,2,0.0,9.06
1904,CA-2024-101903,2024-02-01,2024-02-06,Standard Class,CG-10317,Consumer,West,Washington,Office Supplies,Envelopes,30.63,14,0.5,-15.93
1905,CA-2023-101904,2023-03-20,2023-03-26,Standard Class,CG-10318,Consumer,West,Arizona,Technology,Machines,588.8,12,0.0,77.67
1906,CA-2024-101905,2024-04-05,2024-04-08,First Class,CG-10319,Consumer,West,Nevada,Furniture,Tables,316.84,6,0.0,41.79
1907,CA-2021-101906,2021-05-16,2021-05-22,Standard Class,CG-10320,Consumer,South,Alabama,Office Supplies,Appliances,115.53,7,0.2,-4.78
1908,CA-2022-101907,2022-09-27,2022-10-02,Standard Class,CG-10321,Consumer,South,North Carolina,Office Supplies,Envelopes,5.0,5,0.0,1.21
1909,CA-2024-101908,2024-12-24,2024-12-28,Second Class,CG-10322,Corporate,South,Tennessee,Office Supplies,Paper,42.8,12,0.0,12.76
1910,CA-2024-101909,2024-07-03,2024-07-08,Standard Class,CG-10323,Consumer,South,Florida,Office Supplies,Appliances,5.0,13,0.0,1.14
1911,CA-2024-101910,2024-04-14,2024-04-20,Standard Class,CG-10324,Consumer,East,Massachusetts,Furniture,Furnishings,285.94,3,0.3,-98.64
1912,CA-2022-101911,2022-06-19,2022-06-22,Second Class,CG-10325,Corporate,East,New York,Technology,Copiers,204.37,5,0.0,27.62
1913,CA-2022-101912,2022-08-31,2022-08-31,Same Day,CG-10326,Home Office,East,New York,Furniture,Furnishings,341.29,10,0.0,33.45
1914,CA-2022-101913,2022-10-19,2022-10-25,Standard Class,CG-10327,Consumer,West,Washington,Furniture,Bookcases,227.96,3,0.3,-84.63
1915,CA-2024-101914,2024-07-24,2024-07-29,Standard Class,CG-10328,Corporate,Central,Ohio,Furniture,Bookcases,5.0,12,0.2,-0.96
1916,CA-2023-101915,2023-05-28,2023-06-03,Standard Class,CG-10329,Consumer,West,California,Furniture,Tables,100.71,10,0.4,-52.34
1917,CA-2021-101916,2021-03-09,2021-03-15,Standard Class,CG-10330,Corporate,East,Pennsylvania,Furniture,Furnishings,448.14,5,0.0,63.41
1918,CA-2021-101917,2021-12-23,2021-12-29,Standard Class,CG-10331,Corporate,East,Virginia,Furniture,Furnishings,92.36,10,0.1,-3.12
1919,CA-2022-101918,2022-12-11,2022-12-14,First Class,CG-10332,Consumer,West,California,Office Supplies,Fasteners,164.65,1,0.0,40.56
1920,CA-2021-101919,2021-10-20,2021-10-24,Second Class,CG-10333,Consumer,Central,Ohio,Technology,Phones,5.0,5,0.0,0.99
1921,CA-2023-101920,2023-08-15,2023-08-20,Standard Class,CG-10334,Corporate,West,Utah,Office Supplies,Paper,60.28,7,0.4,-20.21
1922,CA-2024-101921,2024-02-27,2024-02-29,First Class,CG-10335,Corporate,West,Oregon,Office Supplies,Storage,21.16,5,0.5,-10.6
1923,CA-2022-101922,2022-02-19,2022-02-25,Standard Class,CG-10336,Consumer,East,New York,Office Supplies,Fasteners,46.48,13,0.0,11.15
1924,CA-2022-101923,2022-07-12,2022-07-15,First Class,CG-10337,Consumer,Central,Wisconsin,Furniture,Tables,236.24,2,0.3,-81.92
1925,CA-2021-101924,2021-02-27,2021-03-03,Second Class,CG-10338,Corporate,East,Connecticut,Furniture,Chairs,699.64,5,0.0,97.41
1926,CA-2023-101925,2023-12-14,2023-12-19,Standard Class,CG-10339,Home Office,West,California,Furniture,Bookcases,586.54,4,0.3,-196.93
1927,CA-2022-101926,2022-08-05,2022-08-11,Standard Class,CG-10340,Consumer,South,Louisiana,Furniture,Furnishings,18.16,7,0.2,-3.52
1928,CA-2022-101927,2022-06-07,2022-06-10,Second Class,CG-10341,Corporate,South,Alabama,Office Supplies,Labels,215.38,1,0.2,-7.73
1929,CA-2023-101928,2023-09-08,2023-09-14,Standard Class,CG-10342,Consumer,Central,Wisconsin,Technology,Machines,406.91,10,0.0,70.89
1930,CA-2024-101929,2024-12-28,2025-01-03,Standard Class,CG-10343,Consumer,East,Massachusetts,Office Supplies,Storage,70.24,2,0.1,6.64
1931,CA-2023-101930,2023-02-09,2023-02-14,Standard Class,CG-10344,Home Office,South,Tennessee,Office Supplies,Binders,5.0,4,0.4,-1.48
1932,CA-2024-101931,2024-11-20,2024-11-21,Same Day,CG-10345,Consumer,East,Connecticut,Furniture,Furnishings,671.33,13,0.1,-23.63
1933,CA-2021-101932,2021-06-09,2021-06-11,First Class,CG-10346,Home Office,East,New York,Technology,Accessories,5.0,9,0.2,-0.53
1934,CA-2023-101933,2023-03-06,2023-03-08,First Class,CG-10347,Consumer,West,Nevada,Office Supplies,Art,26.65,1,0.1,2.77
1935,CA-2021-101934,2021-01-29,2021-01-31,First Class,CG-10348,Corporate,East,Massachusetts,Office Supplies,Paper,105.91,10,0.2,-2.43
1936,CA-2023-101935,2023-07-20,2023-07-22,First Class,CG-10349,Consumer,South,Florida,Technology,Machines,5.0,12,0.0,0.75
1937,CA-2024-101936,2024-02-11,2024-02-16,Standard Class,CG-10350,Consumer,Central,Wisconsin,Technology,Copiers,607.68,1,0.1,50.88
1938,CA-2021-101937,2021-03-31,2021-04-03,First Class,CG-10351,Consumer,West,Colorado,Office Supplies,Envelopes,47.05,7,0.0,9.72
1939,CA-2023-101938,2023-09-11,2023-09-17,Standard Class,CG-10352,Consumer,Central,Ohio,Technology,Accessories,106.0,6,0.0,12.74
1940,CA-2022-101939,2022-07-30,2022-08-05,Standard Class,CG-10353,Home Office,Central,Ohio,Furniture,Furnishings,127.75,5,0.0,14.57
1941,CA-2024-101940,2024-10-17,2024-10-20,Second Class,CG-10354,Consumer,West,California,Office Supplies,Labels,5.0,9,0.0,1.48
1942,CA-2024-101941,2024-05-02,2024-05-05,First Class,CG-10355,Consumer,Central,Michigan,Office Supplies,Appliances,5.0,6,0.0,1.3
1943,CA-2024-101942,2024-05-28,2024-06-03,Standard Class,CG-10356,Consumer,East,Pennsylvania,Office Supplies,Labels,5.0,4,0.3,-0.97
1944,CA-2021-101943,2021-03-11,2021-03-16,Standard Class,CG-10357,Home Office,Central,Minnesota,Office Supplies,Storage,34.69,10,0.3,-7.9
1945,CA-2021-101944,2021-05-05,2021-05-08,Second Class,CG-10358,Consumer,South,Florida,Technology,Copiers,406.47,12,0.2,-46.46
1946,CA-2023-101945,2023-07-31,2023-08-03,Second Class,CG-10359,Corporate,South,North Carolina,Technology,Phones,330.79,9,0.2,-36.53
1947,CA-2021-101946,2021-05-04,2021-05-10,Standard Class,CG-10360,Consumer,Central,Michigan,Office Supplies,Paper,134.86,4,0.0,28.2
1948,CA-2022-101947,2022-05-04,2022-05-10,Standard Class,CG-10361,Corporate,West,Utah,Technology,Machines,489.13,1,0.0,58.19
1949,CA-2023-101948,2023-01-08,2023-01-11,First Class,CG-10362,Consumer,Central,Wisconsin,Office Supplies,Supplies,5.0,9,0.3,-0.84
1950,CA-2024-101949,2024-06-29,2024-07-04,Standard Class,CG-10363,Consumer,West,Washington,Technology,Machines,403.41,13,0.1,33.17
1951,CA-2021-101950,2021-01-05,2021-01-11,Standard Class,CG-10364,Corporate,Central,Texas,Technology,Copiers,521.29,10,0.0,89.89
1952,CA-2024-101951,2024-04-25,2024-04-30,Standard Class,CG-10365,Consumer,Central,Missouri,Furniture,Bookcases,241.24,3,0.0,25.74
1953,CA-2022-101952,2022-06-19,2022-06-24,Standard Class,CG-10366,Corporate,Central,Michigan,Technology,Copiers,649.36,5,0.4,-284.7
1954,CA-2022-101953,2022-09-08,2022-09-14,Standard Class,CG-10367,Home Office,South,North Carolina,Technology,Accessories,757.4,6,0.0,138.87
1955,CA-2022-101954,2022-01-13,2022-01-18,Standard Class,CG-10368,Consumer,Central,Minnesota,Office Supplies,Labels,5.0,5,0.2,-0.11
1956,CA-2023-101955,2023-05-20,2023-05-21,Same Day,CG-10369,Consumer,West,Oregon,Office Supplies,Paper,27.75,8,0.0,7.02
1957,CA-2023-101956,2023-04-06,2023-04-11,Standard Class,CG-10370,Corporate,West,Nevada,Technology,Copiers,760.23,7,0.2,-118.82
1958,CA-2024-101957,2024-05-30,2024-06-04,Standard Class,CG-10371,Corporate,Central,Michigan,Office Supplies,Fasteners,138.24,7,0.0,41.84
1959,CA-2023-101958,2023-04-06,2023-04-08,First Class,CG-10372,Consumer,East,Massachusetts,Office Supplies,Fasteners,55.73,3,0.0,11.59
1960,CA-2021-101959,2021-02-19,2021-02-22,Second Class,CG-10373,Consumer,East,New York,Technology,Machines,124.84,13,0.5,-74.48
1961,CA-2022-101960,2022-07-21,2022-07-25,Second Class,CG-10374,Consumer,West,Utah,Technology,Copiers,746.06,6,0.0,136.63
1962,CA-2023-101961,2023-12-26,2023-12-31,Standard Class,CG-10375,Consumer,West,Nevada,Office Supplies,Supplies,134.94,1,0.0,37.15
1963,CA-2022-101962,2022-01-05,2022-01-10,Standard Class,CG-10376,Corporate,West,Utah,Furniture,Tables,849.86,3,0.1,-65.14
1964,CA-2024-101963,2024-09-17,2024-09-23,Standard Class,CG-10377,Consumer,East,Pennsylvania,Technology,Machines,5.0,7,0.3,-1.2
1965,CA-2021-101964,2021-04-23,2021-04-26,Second Class,CG-10378,Consumer,South,Louisiana,Office Supplies,Supplies,44.72,6,0.3,-8.23
1966,CA-2022-101965,2022-07-18,2022-07-23,Standard Class,CG-10379,Consumer,Central,Missouri,Office Supplies,Labels,34.95,9,0.2,-1.82
1967,CA-2021-101966,2021-03-07,2021-03-13,Standard Class,CG-10380,Home Office,East,New York,Furniture,Chairs,837.59,2,0.3,-221.73
1968,CA-2023-101967,2023-12-28,2024-01-03,Standard Class,CG-10381,Consumer,East,Connecticut,Office Supplies,Appliances,5.0,8,0.0,1.24
1969,CA-2022-101968,2022-09-04,2022-09-08,Second Class,CG-10382,Consumer,South,Tennessee,Office Supplies,Supplies,111.74,13,0.1,9.83
1970,CA-2024-101969,2024-04-22,2024-04-27,Standard Class,CG-10383,Corporate,West,California,Furniture,Furnishings,576.8,2,0.0,30.87
1971,CA-2023-101970,2023-10-22,2023-10-27,Standard Class,CG-10384,Home Office,West,Colorado,Office Supplies,Art,5.0,4,0.0,1.25
1972,CA-2021-101971,2021-10-29,2021-11-03,Standard Class,CG-10385,Consumer,Central,Michigan,Office Supplies,Appliances,5.0,9,0.2,-0.14
1973,CA-2023-101972,2023-01-02,2023-01-05,First Class,CG-10386,Corporate,West,Arizona,Office Supplies,Fasteners,79.07,5,0.0,20.2
1974,CA-2022-101973,2022-11-10,2022-11-14,Second Class,CG-10387,Consumer,West,Arizona,Furniture,Furnishings,563.87,11,0.4,-277.86
1975,CA-2024-101974,2024-02-28,2024-03-03,Second Class,CG-10388,Corporate,East,New Jersey,Office Supplies,Envelopes,5.0,3,0.0,1.37
1976,CA-2021-101975,2021-08-17,2021-08-21,Second Class,CG-10389,Home Office,East,New Jersey,Furniture,Furnishings,5.0,14,0.2,-1.01
1977,CA-2023-101976,2023-01-14,2023-01-20,Standard Class,CG-10390,Consumer,Central,Missouri,Office Supplies,Storage,120.07,6,0.0,30.69
1978,CA-2024-101977,2024-02-06,2024-02-11,Standard Class,CG-10391,Corporate,West,Oregon,Furniture,Chairs,782.01,4,0.4,-419.88
1979,CA-2023-101978,2023-06-03,2023-06-09,Standard Class,CG-10392,Consumer,East,New Jersey,Furniture,Bookcases,5.0,13,0.0,0.36
1980,CA-2021-101979,2021-11-19,2021-11-25,Standard Class,CG-10393,Corporate,West,Arizona,Furniture,Bookcases,353.62,5,0.3,-147.41
1981,CA-2023-101980,2023-06-04,2023-06-10,Standard Class,CG-10394,Consumer,East,Massachusetts,Office Supplies,Labels,5.0,1,0.0,1.16
1982,CA-2022-101981,2022-05-27,2022-06-02,Standard Class,CG-10395,Consumer,Central,Ohio,Office Supplies,Binders,5.0,8,0.1,0.61
1983,CA-2024-101982,2024-05-01,2024-05-05,Second Class,CG-10396,Consumer,Central,Wisconsin,Furniture,Chairs,396.57,13,0.1,-5.12
1984,CA-2023-101983,2023-12-04,2023-12-07,First Class,CG-10397,Corporate,East,New York,Technology,Machines,1079.97,3,0.3,-275.27
1985,CA-2024-101984,2024-08-16,2024-08-22,Standard Class,CG-10398,Home Office,Central,Wisconsin,Office Supplies,Storage,5.0,8,0.0,0.97
1986,CA-2024-101985,2024-11-04,2024-11-04,Same Day,CG-10399,Corporate,West,Washington,Office Supplies,Appliances,76.04,7,0.0,17.46
1987,CA-2023-101986,2023-01-01,2023-01-04,First Class,CG-10400,Consumer,South,Louisiana,Technology,Accessories,935.9,14,0.1,-11.14
1988,CA-2021-101987,2021-12-20,2021-12-23,Second Class,CG-10401,Consumer,West,Nevada,Office Supplies,Appliances,141.98,8,0.4,-49.6
1989,CA-2023-101988,2023-03-01,2023-03-06,Standard Class,CG-10402,Home Office,West,Nevada,Furniture,Tables,219.89,14,0.5,-141.03
1990,CA-2021-101989,2021-10-24,2021-10-30,Standard Class,CG-10403,Consumer,East,Connecticut,Office Supplies,Storage,95.39,14,0.0,19.98
1991,CA-2021-101990,2021-01-27,2021-02-02,Standard Class,CG-10404,Consumer,Central,Ohio,Furniture,Furnishings,688.32,9,0.2,-147.48
1992,CA-2021-101991,2021-09-29,2021-09-29,Same Day,CG-10405,Corporate,East,Connecticut,Office Supplies,Supplies,5.0,7,0.0,1.4
1993,CA-2024-101992,2024-09-11,2024-09-17,Standard Class,CG-10406,Corporate,West,Utah,Technology,Phones,1407.31,11,0.5,-755.7
1994,CA-2024-101993,2024-12-17,2024-12-23,Standard Class,CG-10407,Home Office,East,New York,Office Supplies,Storage,5.0,13,0.0,1.33
1995,CA-2021-101994,2021-08-21,2021-08-27,Standard Class,CG-10408,Corporate,West,Nevada,Office Supplies,Fasteners,5.0,3,0.0,1.37
1996,CA-2022-101995,2022-03-06,2022-03-10,Second Class,CG-10409,Corporate,South,Tennessee,Office Supplies,Envelopes,5.0,1,0.0,1.32
1997,CA-2024-101996,2024-07-13,2024-07-19,Standard Class,CG-10410,Consumer,East,Pennsylvania,Office Supplies,Fasteners,128.72,7,0.1,10.96
1998,CA-2022-101997,2022-05-16,2022-05-22,Standard Class,CG-10411,Consumer,Central,Michigan,Office Supplies,Binders,29.84,13,0.0,7.87
1999,CA-2021-101998,2021-02-24,2021-03-02,Standard Class,CG-10412,Home Office,Central,Missouri,Office Supplies,Labels,166.67,9,0.0,48.9
2000,CA-2021-101999,2021-02-12,2021-02-16,Second Class,CG-10413,Consumer,South,Tennessee,Furniture,Bookcases,5.0,11,0.0,0.6
2001,CA-2021-102000,2021-05-10,2021-05-13,Second Class,CG-10414,Corporate,West,Nevada,Office Supplies,Art,159.02,12,0.2,-3.7
2002,CA-2021-102001,2021-01-23,2021-01-28,Standard Class,CG-10415,Corporate,Central,Michigan,Office Supplies,Storage,102.29,4,0.1,9.72
2003,CA-2021-102002,2021-10-01,2021-10-07,Standard Class,CG-10416,Consumer,East,New Jersey,Office Supplies,Labels,94.5,1,0.0,25.72
2004,CA-2023-102003,2023-08-30,2023-09-03,Second Class,CG-10417,Corporate,East,Massachusetts,Furniture,Bookcases,701.82,6,0.0,93.84
2005,CA-2023-102004,2023-12-25,2023-12-31,Standard Class,CG-10418,Consumer,South,Louisiana,Furniture,Bookcases,79.88,10,0.1,-3.82
2006,CA-2023-102005,2023-09-17,2023-09-23,Standard Class,CG-10419,Home Office,Central,Wisconsin,Office Supplies,Art,5.0,4,0.0,1.43
2007,CA-2024-102006,2024-10-10,2024-10-16,Standard Class,CG-10420,Home Office,Central,Wisconsin,Office Supplies,Storage,176.13,4,0.3,-39.44
2008,CA-2021-102007,2021-03-04,2021-03-10,Standard Class,CG-10421,Corporate,South,Alabama,Technology,Phones,351.12,12,0.2,-27.31
2009,CA-2024-102008,2024-11-17,2024-11-22,Standard Class,CG-10422,Corporate,East,Massachusetts,Furniture,Chairs,757.28,13,0.4,-370.29
2010,CA-2023-102009,2023-02-20,2023-02-25,Standard Class,CG-10423,Consumer,East,Virginia,Technology,Phones,298.5,13,0.0,64.62
2011,CA-2024-102010,2024-08-31,2024-09-04,Second Class,CG-10424,Consumer,West,Oregon,Technology,Copiers,345.77,7,0.2,-55.88
2012,CA-2022-102011,2022-09-05,2022-09-08,Second Class,CG-10425,Home Office,South,Tennessee,Furniture,Furnishings,842.99,5,0.2,-172.31
2013,CA-2023-102012,2023-03-18,2023-03-22,Second Class,CG-10426,Corporate,East,Pennsylvania,Office Supplies,Art,108.73,11,0.0,32.98
2014,CA-2022-102013,2022-09-11,2022-09-17,Standard Class,CG-10427,Corporate,South,Florida,Office Supplies,Storage,168.6,4,0.4,-65.17
2015,CA-2024-102014,2024-06-05,2024-06-08,Second Class,CG-10428,Consumer,Central,Wisconsin,Office Supplies,Art,22.15,6,0.0,4.81
2016,CA-2024-102015,2024-01-22,2024-01-23,Same Day,CG-10429,Corporate,South,North Carolina,Technology,Machines,161.46,10,0.4,-67.34
2017,CA-2022-102016,2022-06-26,2022-07-02,Standard Class,CG-10430,Consumer,South,Florida,Furniture,Bookcases,869.43,4,0.3,-294.44
2018,CA-2021-102017,2021-11-12,2021-11-17,Standard Class,CG-10431,Corporate,South,Georgia,Technology,Phones,651.06,4,0.4,-298.31
2019,CA-2022-102018,2022-07-24,2022-07-30,Standard Class,CG-10432,Home Office,West,California,Office Supplies,Envelopes,57.54,6,0.3,-12.76
2020,CA-2021-102019,2021-03-26,2021-03-27,Same Day,CG-10433,Corporate,East,Massachusetts,Office Supplies,Appliances,5.0,10,0.0,1.23
2021,CA-2022-102020,2022-10-17,2022-10-22,Standard Class,CG-10434,Corporate,East,Connecticut,Office Supplies,Binders,142.3,9,0.2,-6.02
2022,CA-2023-102021,2023-04-03,2023-04-09,Standard Class,CG-10435,Consumer,South,Alabama,Furniture,Furnishings,152.44,14,0.2,-31.44
2023,CA-2022-102022,2022-05-25,2022-05-31,Standard Class,CG-10436,Corporate,South,Alabama,Technology,Phones,1239.66,9,0.3,-351.03
2024,CA-2024-102023,2024-10-14,2024-10-17,First Class,CG-10437,Corporate,East,Pennsylvania,Furniture,Furnishings,255.41,14,0.0,12.15
2025,CA-2021-102024,2021-01-18,2021-01-20,First Class,CG-10438,Consumer,Central,Wisconsin,Office Supplies,Fasteners,5.0,7,0.2,-0.35
2026,CA-2022-102025,2022-01-03,2022-01-08,Standard Class,CG-10439,Corporate,South,Louisiana,Technology,Machines,242.28,12,0.2,-36.96
2027,CA-2024-102026,2024-06-08,2024-06-12,Second Class,CG-10440,Corporate,West,Arizona,Office Supplies,Appliances,5.0,10,0.2,-0.4
2028,CA-2023-102027,2023-02-03,2023-02-05,First Class,CG-10441,Consumer,South,North Carolina,Technology,Machines,5.0,8,0.1,0.33
2029,CA-2021-102028,2021-12-20,2021-12-23,First Class,CG-10442,Consumer,West,Oregon,Technology,Accessories,208.64,2,0.0,34.5
2030,CA-2023-102029,2023-05-07,2023-05-10,First Class,CG-10443,Consumer,West,Colorado,Office Supplies,Supplies,22.73,11,0.4,-7.91
2031,CA-2024-102030,2024-10-07,2024-10-10,First Class,CG-10444,Consumer,Central,Texas,Furniture,Furnishings,182.63,11,0.1,-5.78
2032,CA-2024-102031,2024-06-17,2024-06-21,Second Class,CG-10445,Home Office,West,Washington,Office Supplies,Paper,21.53,9,0.0,4.74
2033,CA-2021-102032,2021-12-08,2021-12-13,Standard Class,CG-10446,Consumer,South,Louisiana,Furniture,Furnishings,258.58,11,0.3,-97.23
2034,CA-2022-102033,2022-03-31,2022-04-02,First Class,CG-10447,Home Office,South,Tennessee,Office Supplies,Paper,81.07,14,0.1,6.87
2035,CA-2022-102034,2022-08-20,2022-08-23,First Class,CG-10448,Corporate,South,Alabama,Technology,Copiers,492.55,2,0.0,115.57
2036,CA-2024-102035,2024-08-07,2024-08-10,First Class,CG-10449,Consumer,East,Virginia,Technology,Copiers,1021.06,13,0.2,-105.39
2037,CA-2023-102036,2023-12-15,2023-12-21,Standard Class,CG-10450,Consumer,East,Massachusetts,Office Supplies,Paper,167.84,3,0.5,-75.06
2038,CA-2023-102037,2023-12-30,2024-01-04,Standard Class,CG-10451,Corporate,Central,Missouri,Technology,Phones,5.0,3,0.4,-1.99
2039,CA-2021-102038,2021-03-19,2021-03-25,Standard Class,CG-10452,Home Office,East,New Jersey,Furniture,Chairs,503.2,2,0.3,-195.07
2040,CA-2021-102039,2021-12-24,2021-12-24,Same Day,CG-10453,Consumer,East,New York,Technology,Accessories,536.79,5,0.1,3.67
2041,CA-2021-102040,2021-06-05,2021-06-06,Same Day,CG-10454,Home Office,West,Washington,Office Supplies,Storage,5.0,11,0.1,0.4
2042,CA-2021-102041,2021-09-19,2021-09-22,First Class,CG-10455,Home Office,South,North Carolina,Office Supplies,Art,46.7,9,0.0,13.18
2043,CA-2021-102042,2021-11-04,2021-11-10,Standard Class,CG-10456,Corporate,East,Connecticut,Office Supplies,Paper,77.74,6,0.1,8.76
2044,CA-2023-102043,2023-10-25,2023-10-30,Standard Class,CG-10457,Corporate,South,Louisiana,Office Supplies,Paper,39.3,6,0.0,7.62
2045,CA-2023-102044,2023-02-15,2023-02-18,Second Class,CG-10458,Corporate,East,Virginia,Technology,Phones,485.09,14,0.3,-149.98
2046,CA-2024-102045,2024-12-21,2024-12-27,Standard Class,CG-10459,Corporate,South,Tennessee,Furniture,Furnishings,985.31,9,0.3,-334.54
2047,CA-2023-102046,2023-12-29,2024-01-02,Second Class,CG-10460,Corporate,East,Pennsylvania,Furniture,Tables,530.21,6,0.1,-39.44
2048,CA-2022-102047,2022-11-12,2022-11-18,Standard Class,CG-10461,Consumer,West,Arizona,Office Supplies,Storage,83.62,9,0.0,22.78
2049,CA-2021-102048,2021-11-13,2021-11-16,Second Class,CG-10462,Consumer,East,Connecticut,Technology,Machines,876.91,11,0.0,166.0
2050,CA-2021-102049,2021-08-11,2021-08-16,Standard Class,CG-10463,Corporate,South,Alabama,Technology,Machines,571.48,12,0.2,-62.32
2051,CA-2023-102050,2023-04-24,2023-04-27,First Class,CG-10464,Consumer,West,California,Office Supplies,Storage,202.72,13,0.0,46.88
2052,CA-2023-102051,2023-08-16,2023-08-22,Standard Class,CG-10465,Corporate,Central,Texas,Office Supplies,Storage,147.35,5,0.0,37.3
2053,CA-2022-102052,2022-10-21,2022-10-23,First Class,CG-10466,Home Office,West,Washington,Furniture,Furnishings,389.7,10,0.0,39.83
